Typical Values,Per 100g,Per Portion (30 g),item name,100 g,30 g,(per 100g),(cooked as instructions) per 100g,(cooked as instructions) per tart,%RI,your RI*,per 100g,per 30g portion,per 30g portion %RI,Per 100ml,Per 200ml,per slice (approx. 21g),per slice (approx. 38g),per slice (approx. 14g),per 100g:,per 100 ml,per portion (40g),Per 85g pot,per sausage roll,per portion %RI,your RI* ,(as consumed) per 100g,(as consumed) per 1/4 flatbread (approx. 66g),Per 150ml (%*),(drained) per 100g,(drained) per 30g portion,p.100 g,per slice (20g),per 10g portion,Per 85g serving,(Per 100g),per slice (25g),per 100 ml :,Per 74g serving (2 tubes),Per 100 g,%RI*,per 100 g,Per pot,(as consumed) per 1/2 pack (210g),(as sold) Per 100g,(as sold) Per 1/4 pack,per slice (30g),per pie,(oven cooked) per 100g,(oven cooked) per pack,Per 150g serving,(as consumed) per 6 sausages (approx. 49g),your RI**,Per Mini Babybel®, per 100g,(as consumed) per 1/2 pizza (212g),per slice (40g),(as consumed) per 1/2 pizza (232g),(microwaved) per 100g,(microwaved) per pack,(as consumed) 2 skewers (20g),Per Portion (83.4 g),Reference Intakes*,per éclair,100ml,150ml,74g (2 tubes),(microwaved) per 1/2 pot (175g),(as consumed) per 1/2 pizza (206g),Per tub (45 g),%* / Per tub (45 g),per serving (120g),% RI+ (120g),Per 90g pot,per 100,(as consumed) per 1/2 pizza (209g),per 1/4 pack (approx. 33g),per 1/4 pie (80g),Per Pack (22.5g),(as sold) per 100g,(as sold) per 1/2 pot (175g),per 100g (cooked),per 1/4 pack (240g) serving (cooked),per 1/4 pack (240g) serving (cooked) %RI,per 1/4 tub (63g),per slice (10g),(as consumed) per 1/4 flatbread (approx. 71g),(as consumed) per 1/4 pack (240g),per 1/4 pack (240g) %RI,Per 94g (2 pots),Per 16g mini bag,Per skewer (10g),per slice (approx. 16g),your RI,per roll,Per 30g,(as sold) per 6 sausages (approx. 49g),you RI**,per savoury egg (12g),per savoury egg (12g) %RI,(as consumed) per 1/2 pizza  (212g),Per Serving,% RI*,per 1/3 pack (40g),Per 1/3 pot (150g)
Fibre,,,Morrisons Large Chocolate Éclairs  2 per pack,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons Large Chocolate Éclairs  2 per pack,,,,,,,,6.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons Large Chocolate Éclairs  2 per pack,,,,,,1%,6g,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,Morrisons Large Chocolate Éclairs  2 per pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,Morrisons Large Chocolate Éclairs  2 per pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154kJ (36kcal),231kJ (55kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(of which saturates),,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8g,12g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(of which sugars),,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8g,12g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7g,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin C ,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22mg (28%*),33mg (41%*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* % Reference Intake,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 serving = 150ml,,,Innocent Smooth Orange Juice 1.35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632kJ (150kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112mg (18% of NRV per pot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRV is Nutrient Reference Value,,,Muller Corner Chocolate Digestive Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,385kJ/91kcal,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285kJ/68kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,2.7 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,1.8 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,12.0 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,10.8 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,3.7 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,0.15 g,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium,162 mg (20% RI*),,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 mg (15% RI*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D,3.4 µg (68% RI*),,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 µg (50% RI*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* RI: Reference Intake,,,Frubes 9 X Strawberry Flavour 9 x 37g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,466kJ (111kcal),,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,3.9g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,2.5g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,13.9g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,13.4g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,4.3g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,0.17g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,125mg (22% of NRV per pot),,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRV is Nutrient Reference Value,,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typical Values,Per 100g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,440kJ (105kcal),,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,3.9g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,2.5g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,12.4g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,11.9g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,4.3g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,0.17g,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,132mg (23% of NRV per pot),,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRV is Nutrient Reference Value,,,Muller Corner Fruit Yogurt 6 x 143g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605kJ (144kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111mg (18% of NRV per pot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRv is Nutrient Reference Value,,,Muller Corner Toffee Chocohoops Yogurt 130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251kJ/60kcal,,,,,,,,,440kJ/105kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8g,,,,,,,,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9g,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7g,,,,,,,,,12.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7g,,,,,,,,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4g,,,,,,,,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65g,,,,,,,,,1.14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,Morrisons Italian Tomato & Mascarpone Pasta Sauce 350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,27%,8400kJ/2000kcal,,,,,,,,,,,,,,,,1103kJ/262kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272kJ/541kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,26%,70g,,,,,,,,,,,,,,,,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,33%,20g,,,,,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,,,,,,,,,,,,,,,,,,33.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,11%,90g,,,,,,,,,,,,,,,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,,,,,,,,,,,,,,,,,,3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,,,,,,,,,,,,,,,,,,10.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,31%,6g,,,,,,,,,,,,,,,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,Morrisons The Best Italian Meats Pizza 458g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,Morrisons The Best Italian Meats Pizza 458g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004 kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452 kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108 kcal,5 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7 g,7 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which Saturates ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 g,14 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 g,4 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which Sugars ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1 g,3 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 g,9 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Dairylea Dunkers Jumbo Tubes with Cheese  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62 g,10 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
